recipient,date_stratum,fold,state,run,family,match_candidates,pop_bank_candidates,pop_bank_owners,support_patch_count,support_time_coverage_seconds,query_patch_count,query_time_coverage_seconds,annotation_groups,annotation_rows,mapped_channel_names,failed_channel_names,mean_mask_channels,mean_mask_time_fraction,empty_masks,wrong_donor,wrong_candidates
1,multi-date,3,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,7,31,31,,28.0,0.48914285714285716,0,23,16
1,multi-date,3,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,7,31,31,,28.0,0.48914285714285716,0,26,16
1,multi-date,3,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,7,31,31,,28.0,0.48914285714285716,0,27,16
1,multi-date,3,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,7,31,31,,28.0,0.48914285714285716,0,30,16
1,multi-date,3,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,2,16
1,multi-date,3,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,5,16
1,multi-date,3,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,6,16
1,multi-date,3,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,8,16
1,multi-date,3,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,13,16
1,multi-date,3,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,14,16
1,multi-date,3,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,16,16
1,multi-date,3,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,18,16
1,multi-date,3,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,23,16
1,multi-date,3,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,26,16
1,multi-date,3,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,27,16
1,multi-date,3,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,30,16
1,multi-date,3,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,15,249,249,,16.6,0.41840000000000005,0,2,16
1,multi-date,3,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,15,249,249,,16.6,0.41840000000000005,0,5,16
1,multi-date,3,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,15,249,249,,16.6,0.41840000000000005,0,6,16
1,multi-date,3,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,15,249,249,,16.6,0.41840000000000005,0,8,16
1,multi-date,3,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,15,249,249,,16.6,0.41840000000000005,0,13,16
1,multi-date,3,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,15,249,249,,16.6,0.41840000000000005,0,14,16
1,multi-date,3,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,15,249,249,,16.6,0.41840000000000005,0,16,16
1,multi-date,3,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,15,249,249,,16.6,0.41840000000000005,0,18,16
1,multi-date,3,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,15,249,249,,16.6,0.41840000000000005,0,23,16
1,multi-date,3,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,15,249,249,,16.6,0.41840000000000005,0,26,16
1,multi-date,3,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,15,249,249,,16.6,0.41840000000000005,0,27,16
1,multi-date,3,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,15,249,249,,16.6,0.41840000000000005,0,30,16
1,multi-date,3,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,2,16
1,multi-date,3,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,5,16
1,multi-date,3,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,6,16
1,multi-date,3,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,8,16
1,multi-date,3,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,13,16
1,multi-date,3,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,14,16
1,multi-date,3,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,16,16
1,multi-date,3,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,18,16
1,multi-date,3,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,23,16
1,multi-date,3,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,26,16
1,multi-date,3,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,27,16
1,multi-date,3,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,30,16
1,multi-date,3,open_base,6,tongue,16,192,12,16,32.0,4,8.0,2,12,12,,6.0,0.356,0,2,16
1,multi-date,3,open_base,6,tongue,16,192,12,16,32.0,4,8.0,2,12,12,,6.0,0.356,0,5,16
1,multi-date,3,open_base,6,tongue,16,192,12,16,32.0,4,8.0,2,12,12,,6.0,0.356,0,6,16
1,multi-date,3,open_base,6,tongue,16,192,12,16,32.0,4,8.0,2,12,12,,6.0,0.356,0,8,16
1,multi-date,3,open_base,6,tongue,16,192,12,16,32.0,4,8.0,2,12,12,,6.0,0.356,0,13,16
1,multi-date,3,open_base,6,tongue,16,192,12,16,32.0,4,8.0,2,12,12,,6.0,0.356,0,14,16
1,multi-date,3,open_base,6,tongue,16,192,12,16,32.0,4,8.0,2,12,12,,6.0,0.356,0,16,16
1,multi-date,3,open_base,6,tongue,16,192,12,16,32.0,4,8.0,2,12,12,,6.0,0.356,0,18,16
1,multi-date,3,open_base,6,tongue,16,192,12,16,32.0,4,8.0,2,12,12,,6.0,0.356,0,23,16
1,multi-date,3,open_base,6,tongue,16,192,12,16,32.0,4,8.0,2,12,12,,6.0,0.356,0,26,16
1,multi-date,3,open_base,6,tongue,16,192,12,16,32.0,4,8.0,2,12,12,,6.0,0.356,0,27,16
1,multi-date,3,open_base,6,tongue,16,192,12,16,32.0,4,8.0,2,12,12,,6.0,0.356,0,30,16
1,multi-date,3,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,7,33,33,,28.285714285714285,0.4982857142857143,0,2,16
1,multi-date,3,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,7,33,33,,28.285714285714285,0.4982857142857143,0,5,16
1,multi-date,3,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,7,33,33,,28.285714285714285,0.4982857142857143,0,6,16
1,multi-date,3,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,7,33,33,,28.285714285714285,0.4982857142857143,0,8,16
1,multi-date,3,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,7,33,33,,28.285714285714285,0.4982857142857143,0,13,16
1,multi-date,3,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,7,33,33,,28.285714285714285,0.4982857142857143,0,14,16
1,multi-date,3,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,7,33,33,,28.285714285714285,0.4982857142857143,0,16,16
1,multi-date,3,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,7,33,33,,28.285714285714285,0.4982857142857143,0,18,16
1,multi-date,3,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,7,33,33,,28.285714285714285,0.4982857142857143,0,23,16
1,multi-date,3,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,7,33,33,,28.285714285714285,0.4982857142857143,0,26,16
1,multi-date,3,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,7,33,33,,28.285714285714285,0.4982857142857143,0,27,16
1,multi-date,3,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,7,33,33,,28.285714285714285,0.4982857142857143,0,30,16
1,multi-date,3,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,2,16
1,multi-date,3,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,5,16
1,multi-date,3,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,6,16
1,multi-date,3,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,8,16
1,multi-date,3,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,13,16
1,multi-date,3,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,14,16
1,multi-date,3,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,16,16
1,multi-date,3,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,18,16
1,multi-date,3,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,23,16
1,multi-date,3,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,26,16
1,multi-date,3,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,27,16
1,multi-date,3,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,30,16
1,multi-date,3,close_base,2,head_motion,16,144,9,16,32.0,4,8.000000000000014,9,189,189,,21.0,0.5,0,2,16
1,multi-date,3,close_base,2,head_motion,16,144,9,16,32.0,4,8.000000000000014,9,189,189,,21.0,0.5,0,6,16
1,multi-date,3,close_base,2,head_motion,16,144,9,16,32.0,4,8.000000000000014,9,189,189,,21.0,0.5,0,8,16
1,multi-date,3,close_base,2,head_motion,16,144,9,16,32.0,4,8.000000000000014,9,189,189,,21.0,0.5,0,13,16
1,multi-date,3,close_base,2,head_motion,16,144,9,16,32.0,4,8.000000000000014,9,189,189,,21.0,0.5,0,16,16
1,multi-date,3,close_base,2,head_motion,16,144,9,16,32.0,4,8.000000000000014,9,189,189,,21.0,0.5,0,18,16
1,multi-date,3,close_base,2,head_motion,16,144,9,16,32.0,4,8.000000000000014,9,189,189,,21.0,0.5,0,20,16
1,multi-date,3,close_base,2,head_motion,16,144,9,16,32.0,4,8.000000000000014,9,189,189,,21.0,0.5,0,23,16
1,multi-date,3,close_base,2,head_motion,16,144,9,16,32.0,4,8.000000000000014,9,189,189,,21.0,0.5,0,26,16
1,multi-date,3,close_base,2,chewing,16,144,9,16,32.0,4,8.000000000000014,2,2,2,,34.0,0.5,0,2,16
1,multi-date,3,close_base,2,chewing,16,144,9,16,32.0,4,8.000000000000014,2,2,2,,34.0,0.5,0,6,16
1,multi-date,3,close_base,2,chewing,16,144,9,16,32.0,4,8.000000000000014,2,2,2,,34.0,0.5,0,8,16
1,multi-date,3,close_base,2,chewing,16,144,9,16,32.0,4,8.000000000000014,2,2,2,,34.0,0.5,0,13,16
1,multi-date,3,close_base,2,chewing,16,144,9,16,32.0,4,8.000000000000014,2,2,2,,34.0,0.5,0,16,16
1,multi-date,3,close_base,2,chewing,16,144,9,16,32.0,4,8.000000000000014,2,2,2,,34.0,0.5,0,18,16
1,multi-date,3,close_base,2,chewing,16,144,9,16,32.0,4,8.000000000000014,2,2,2,,34.0,0.5,0,20,16
1,multi-date,3,close_base,2,chewing,16,144,9,16,32.0,4,8.000000000000014,2,2,2,,34.0,0.5,0,23,16
1,multi-date,3,close_base,2,chewing,16,144,9,16,32.0,4,8.000000000000014,2,2,2,,34.0,0.5,0,26,16
1,multi-date,3,close_base,2,tongue,16,144,9,16,32.0,4,8.000000000000014,1,11,11,,11.0,0.424,0,2,16
1,multi-date,3,close_base,2,tongue,16,144,9,16,32.0,4,8.000000000000014,1,11,11,,11.0,0.424,0,6,16
1,multi-date,3,close_base,2,tongue,16,144,9,16,32.0,4,8.000000000000014,1,11,11,,11.0,0.424,0,8,16
1,multi-date,3,close_base,2,tongue,16,144,9,16,32.0,4,8.000000000000014,1,11,11,,11.0,0.424,0,13,16
1,multi-date,3,close_base,2,tongue,16,144,9,16,32.0,4,8.000000000000014,1,11,11,,11.0,0.424,0,16,16
1,multi-date,3,close_base,2,tongue,16,144,9,16,32.0,4,8.000000000000014,1,11,11,,11.0,0.424,0,18,16
1,multi-date,3,close_base,2,tongue,16,144,9,16,32.0,4,8.000000000000014,1,11,11,,11.0,0.424,0,20,16
1,multi-date,3,close_base,2,tongue,16,144,9,16,32.0,4,8.000000000000014,1,11,11,,11.0,0.424,0,23,16
1,multi-date,3,close_base,2,tongue,16,144,9,16,32.0,4,8.000000000000014,1,11,11,,11.0,0.424,0,26,16
1,multi-date,3,close_base,2,swallowing,16,144,9,16,32.0,4,8.000000000000014,7,29,29,,27.714285714285715,0.5,0,2,16
1,multi-date,3,close_base,2,swallowing,16,144,9,16,32.0,4,8.000000000000014,7,29,29,,27.714285714285715,0.5,0,6,16
1,multi-date,3,close_base,2,swallowing,16,144,9,16,32.0,4,8.000000000000014,7,29,29,,27.714285714285715,0.5,0,8,16
1,multi-date,3,close_base,2,swallowing,16,144,9,16,32.0,4,8.000000000000014,7,29,29,,27.714285714285715,0.5,0,13,16
1,multi-date,3,close_base,2,swallowing,16,144,9,16,32.0,4,8.000000000000014,7,29,29,,27.714285714285715,0.5,0,16,16
1,multi-date,3,close_base,2,swallowing,16,144,9,16,32.0,4,8.000000000000014,7,29,29,,27.714285714285715,0.5,0,18,16
1,multi-date,3,close_base,2,swallowing,16,144,9,16,32.0,4,8.000000000000014,7,29,29,,27.714285714285715,0.5,0,20,16
1,multi-date,3,close_base,2,swallowing,16,144,9,16,32.0,4,8.000000000000014,7,29,29,,27.714285714285715,0.5,0,23,16
1,multi-date,3,close_base,2,swallowing,16,144,9,16,32.0,4,8.000000000000014,7,29,29,,27.714285714285715,0.5,0,26,16
1,multi-date,3,close_base,2,facial_emg,16,144,9,16,32.0,4,8.000000000000014,2,28,28,,14.0,0.5,0,2,16
1,multi-date,3,close_base,2,facial_emg,16,144,9,16,32.0,4,8.000000000000014,2,28,28,,14.0,0.5,0,6,16
1,multi-date,3,close_base,2,facial_emg,16,144,9,16,32.0,4,8.000000000000014,2,28,28,,14.0,0.5,0,8,16
1,multi-date,3,close_base,2,facial_emg,16,144,9,16,32.0,4,8.000000000000014,2,28,28,,14.0,0.5,0,13,16
1,multi-date,3,close_base,2,facial_emg,16,144,9,16,32.0,4,8.000000000000014,2,28,28,,14.0,0.5,0,16,16
1,multi-date,3,close_base,2,facial_emg,16,144,9,16,32.0,4,8.000000000000014,2,28,28,,14.0,0.5,0,18,16
1,multi-date,3,close_base,2,facial_emg,16,144,9,16,32.0,4,8.000000000000014,2,28,28,,14.0,0.5,0,20,16
1,multi-date,3,close_base,2,facial_emg,16,144,9,16,32.0,4,8.000000000000014,2,28,28,,14.0,0.5,0,23,16
1,multi-date,3,close_base,2,facial_emg,16,144,9,16,32.0,4,8.000000000000014,2,28,28,,14.0,0.5,0,26,16
1,multi-date,3,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,10,210,210,,21.0,0.5,0,2,16
1,multi-date,3,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,10,210,210,,21.0,0.5,0,6,16
1,multi-date,3,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,10,210,210,,21.0,0.5,0,8,16
1,multi-date,3,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,10,210,210,,21.0,0.5,0,13,16
1,multi-date,3,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,10,210,210,,21.0,0.5,0,16,16
1,multi-date,3,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,10,210,210,,21.0,0.5,0,18,16
1,multi-date,3,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,10,210,210,,21.0,0.5,0,20,16
1,multi-date,3,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,10,210,210,,21.0,0.5,0,23,16
1,multi-date,3,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,10,210,210,,21.0,0.5,0,26,16
1,multi-date,3,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,2,16
1,multi-date,3,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,6,16
1,multi-date,3,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,8,16
1,multi-date,3,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,13,16
1,multi-date,3,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,16,16
1,multi-date,3,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,18,16
1,multi-date,3,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,20,16
1,multi-date,3,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,23,16
1,multi-date,3,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,26,16
1,multi-date,3,close_base,3,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,2,16
1,multi-date,3,close_base,3,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,6,16
1,multi-date,3,close_base,3,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,8,16
1,multi-date,3,close_base,3,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,13,16
1,multi-date,3,close_base,3,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,16,16
1,multi-date,3,close_base,3,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,18,16
1,multi-date,3,close_base,3,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,20,16
1,multi-date,3,close_base,3,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,23,16
1,multi-date,3,close_base,3,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,26,16
1,multi-date,3,close_base,3,swallowing,16,144,9,16,32.0,4,8.0,7,31,31,,28.0,0.5,0,2,16
1,multi-date,3,close_base,3,swallowing,16,144,9,16,32.0,4,8.0,7,31,31,,28.0,0.5,0,6,16
1,multi-date,3,close_base,3,swallowing,16,144,9,16,32.0,4,8.0,7,31,31,,28.0,0.5,0,8,16
1,multi-date,3,close_base,3,swallowing,16,144,9,16,32.0,4,8.0,7,31,31,,28.0,0.5,0,13,16
1,multi-date,3,close_base,3,swallowing,16,144,9,16,32.0,4,8.0,7,31,31,,28.0,0.5,0,16,16
1,multi-date,3,close_base,3,swallowing,16,144,9,16,32.0,4,8.0,7,31,31,,28.0,0.5,0,18,16
1,multi-date,3,close_base,3,swallowing,16,144,9,16,32.0,4,8.0,7,31,31,,28.0,0.5,0,20,16
1,multi-date,3,close_base,3,swallowing,16,144,9,16,32.0,4,8.0,7,31,31,,28.0,0.5,0,23,16
1,multi-date,3,close_base,3,swallowing,16,144,9,16,32.0,4,8.0,7,31,31,,28.0,0.5,0,26,16
1,multi-date,3,close_base,3,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,2,16
1,multi-date,3,close_base,3,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,6,16
1,multi-date,3,close_base,3,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,8,16
1,multi-date,3,close_base,3,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,13,16
1,multi-date,3,close_base,3,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,16,16
1,multi-date,3,close_base,3,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,18,16
1,multi-date,3,close_base,3,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,20,16
1,multi-date,3,close_base,3,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,23,16
1,multi-date,3,close_base,3,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,26,16
1,multi-date,3,close_base,4,head_motion,16,144,9,16,32.0,4,8.0,13,235,235,,18.076923076923077,0.4655384615384615,0,2,16
1,multi-date,3,close_base,4,head_motion,16,144,9,16,32.0,4,8.0,13,235,235,,18.076923076923077,0.4655384615384615,0,6,16
1,multi-date,3,close_base,4,head_motion,16,144,9,16,32.0,4,8.0,13,235,235,,18.076923076923077,0.4655384615384615,0,8,16
1,multi-date,3,close_base,4,head_motion,16,144,9,16,32.0,4,8.0,13,235,235,,18.076923076923077,0.4655384615384615,0,13,16
1,multi-date,3,close_base,4,head_motion,16,144,9,16,32.0,4,8.0,13,235,235,,18.076923076923077,0.4655384615384615,0,16,16
1,multi-date,3,close_base,4,head_motion,16,144,9,16,32.0,4,8.0,13,235,235,,18.076923076923077,0.4655384615384615,0,18,16
1,multi-date,3,close_base,4,head_motion,16,144,9,16,32.0,4,8.0,13,235,235,,18.076923076923077,0.4655384615384615,0,20,16
1,multi-date,3,close_base,4,head_motion,16,144,9,16,32.0,4,8.0,13,235,235,,18.076923076923077,0.4655384615384615,0,23,16
1,multi-date,3,close_base,4,head_motion,16,144,9,16,32.0,4,8.0,13,235,235,,18.076923076923077,0.4655384615384615,0,26,16
1,multi-date,3,close_base,4,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,2,16
1,multi-date,3,close_base,4,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,6,16
1,multi-date,3,close_base,4,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,8,16
1,multi-date,3,close_base,4,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,13,16
1,multi-date,3,close_base,4,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,16,16
1,multi-date,3,close_base,4,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,18,16
1,multi-date,3,close_base,4,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,20,16
1,multi-date,3,close_base,4,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,23,16
1,multi-date,3,close_base,4,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,26,16
1,multi-date,3,close_base,4,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,2,16
1,multi-date,3,close_base,4,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,6,16
1,multi-date,3,close_base,4,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,8,16
1,multi-date,3,close_base,4,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,13,16
1,multi-date,3,close_base,4,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,16,16
1,multi-date,3,close_base,4,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,18,16
1,multi-date,3,close_base,4,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,20,16
1,multi-date,3,close_base,4,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,23,16
1,multi-date,3,close_base,4,tongue,16,144,9,16,32.0,4,8.0,0,0,0,,0.0,0.0,0,26,16
1,multi-date,3,close_base,4,swallowing,16,144,9,16,32.0,4,8.0,8,30,30,,28.5,0.5,0,2,16
1,multi-date,3,close_base,4,swallowing,16,144,9,16,32.0,4,8.0,8,30,30,,28.5,0.5,0,6,16
1,multi-date,3,close_base,4,swallowing,16,144,9,16,32.0,4,8.0,8,30,30,,28.5,0.5,0,8,16
1,multi-date,3,close_base,4,swallowing,16,144,9,16,32.0,4,8.0,8,30,30,,28.5,0.5,0,13,16
1,multi-date,3,close_base,4,swallowing,16,144,9,16,32.0,4,8.0,8,30,30,,28.5,0.5,0,16,16
1,multi-date,3,close_base,4,swallowing,16,144,9,16,32.0,4,8.0,8,30,30,,28.5,0.5,0,18,16
1,multi-date,3,close_base,4,swallowing,16,144,9,16,32.0,4,8.0,8,30,30,,28.5,0.5,0,20,16
1,multi-date,3,close_base,4,swallowing,16,144,9,16,32.0,4,8.0,8,30,30,,28.5,0.5,0,23,16
1,multi-date,3,close_base,4,swallowing,16,144,9,16,32.0,4,8.0,8,30,30,,28.5,0.5,0,26,16
1,multi-date,3,close_base,4,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,2,16
1,multi-date,3,close_base,4,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,6,16
1,multi-date,3,close_base,4,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,8,16
1,multi-date,3,close_base,4,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,13,16
1,multi-date,3,close_base,4,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,16,16
1,multi-date,3,close_base,4,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,18,16
1,multi-date,3,close_base,4,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,20,16
1,multi-date,3,close_base,4,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,23,16
1,multi-date,3,close_base,4,facial_emg,16,144,9,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,26,16
1,multi-date,3,close_base,5,head_motion,16,144,9,16,32.0,4,8.000000000000014,10,175,175,,17.5,0.39919999999999994,0,2,16
1,multi-date,3,close_base,5,head_motion,16,144,9,16,32.0,4,8.000000000000014,10,175,175,,17.5,0.39919999999999994,0,6,16
1,multi-date,3,close_base,5,head_motion,16,144,9,16,32.0,4,8.000000000000014,10,175,175,,17.5,0.39919999999999994,0,8,16
1,multi-date,3,close_base,5,head_motion,16,144,9,16,32.0,4,8.000000000000014,10,175,175,,17.5,0.39919999999999994,0,13,16
1,multi-date,3,close_base,5,head_motion,16,144,9,16,32.0,4,8.000000000000014,10,175,175,,17.5,0.39919999999999994,0,16,16
1,multi-date,3,close_base,5,head_motion,16,144,9,16,32.0,4,8.000000000000014,10,175,175,,17.5,0.39919999999999994,0,18,16
1,multi-date,3,close_base,5,head_motion,16,144,9,16,32.0,4,8.000000000000014,10,175,175,,17.5,0.39919999999999994,0,20,16
1,multi-date,3,close_base,5,head_motion,16,144,9,16,32.0,4,8.000000000000014,10,175,175,,17.5,0.39919999999999994,0,23,16
1,multi-date,3,close_base,5,head_motion,16,144,9,16,32.0,4,8.000000000000014,10,175,175,,17.5,0.39919999999999994,0,26,16
1,multi-date,3,close_base,5,chewing,16,144,9,16,32.0,4,8.000000000000014,2,2,2,,34.0,0.5,0,2,16
1,multi-date,3,close_base,5,chewing,16,144,9,16,32.0,4,8.000000000000014,2,2,2,,34.0,0.5,0,6,16
1,multi-date,3,close_base,5,chewing,16,144,9,16,32.0,4,8.000000000000014,2,2,2,,34.0,0.5,0,8,16
1,multi-date,3,close_base,5,chewing,16,144,9,16,32.0,4,8.000000000000014,2,2,2,,34.0,0.5,0,13,16
1,multi-date,3,close_base,5,chewing,16,144,9,16,32.0,4,8.000000000000014,2,2,2,,34.0,0.5,0,16,16
