attenuation_db,clean_rrmse,correlation,covariance_distortion,fold,method,natural_observation_change,panel,psd_distortion,remaining_ratio,spectral,steps
,0.4815746794356528,0.8945704126575341,,2,POP_CLEAN_DET,,paired,,,0.394353794668253,10
,0.48107149776963826,0.8945285874263694,,2,SUPPORT_CLEAN_DET_MATCH,,paired,,,0.39391812856532243,10
,0.4822356920558377,0.8943391994107515,,2,SUPPORT_CLEAN_DET_WRONG,,paired,,,0.40438683961898886,10
,0.9510990656684347,0.783958990223861,,2,SUPPORT_CLEAN_DET_NULL,,paired,,,0.7752267924661282,10
,0.48292127780344646,0.8945046868175268,,2,POP_CLEAN_CDM,,paired,,,0.39582942477742716,10
,0.4842135666537312,0.894079640818139,,2,SUPPORT_CLEAN_CDM_MATCH,,paired,,,0.39665848559646594,10
,0.4842842229184801,0.8943365570933869,,2,SUPPORT_CLEAN_CDM_WRONG,,paired,,,0.3971179626387311,10
,0.9905025426608821,0.7490635955085357,,2,SUPPORT_CLEAN_CDM_NULL,,paired,,,0.816844137996668,10
,0.4819276108331299,0.8942300106864423,,2,SUPPORT_CLEAN_CDM_PAIRED_MATCH,,paired,,,0.394750743136683,10
,0.48316184029348125,0.893850203913947,,2,SUPPORT_CLEAN_CDM_PAIRED_WRONG,,paired,,,0.39797756752038066,10
,1.6893815446128428,0.6292305352981202,,2,SUPPORT_CLEAN_CDM_PAIRED_NULL,,paired,,,1.0728777215942198,10
0.014570541780131804,,,0.0028488408236958425,2,POP_CLEAN_DET,0.0026836787360717033,natural,0.040344814289219405,0.9983261738894692,,10
0.010153805497635088,,,0.002814268303110301,2,SUPPORT_CLEAN_DET_MATCH,0.002964078947715623,natural,0.03953005251762027,0.9988324761328835,,10
0.00986703449523924,,,0.004585374566179565,2,SUPPORT_CLEAN_DET_WRONG,0.003953424181521263,natural,0.04877930892992075,0.9988655293806588,,10
-4.289042341126648,,,1.497347173365992,2,SUPPORT_CLEAN_DET_NULL,0.6715527103495131,natural,1.0053041886518557,1.9097557930252747,,10
-0.005403104036364387,,,0.005564125652155349,2,POP_CLEAN_CDM,0.005190398020505762,natural,0.04930408190604668,1.0006238727990546,,10
-0.031040443890281866,,,0.010909878322385323,2,SUPPORT_CLEAN_CDM_MATCH,0.010000976932309967,natural,0.0513208000945217,1.0037547885374545,,10
