adaptive_subject_attack_balanced_accuracy,between_participant_variance,calibration_error,cross_session_same_different_auroc,cross_session_verification_balanced_accuracy,fixed_head_balanced_accuracy,fold,linear_subject_probe_balanced_accuracy,method,n_test_trials,retrained_head_balanced_accuracy,seed,strength,worst_participant_accuracy
0.3511111111111111,0.009944444444444443,0.1720535574356715,0.5575704665804495,0.2833333333333334,0.7377777777777779,0,0.39888888888888885,RAW,900,0.7433333333333334,20260940,strong,0.6
0.21222222222222223,0.007525000000000001,0.19275621228747902,0.5209005355426408,0.19000000000000003,0.7,0,0.2488888888888889,LEACE,900,0.7066666666666667,20260940,strong,0.63
0.3988888888888889,0.010075,0.1698647745450338,0.5554239426443253,0.27111111111111114,0.7366666666666667,0,0.4322222222222222,OneStep-Bridge,900,0.741111111111111,20260940,weak,0.6
0.15444444444444444,0.015249999999999993,0.17073535184065497,0.514042874499731,0.17555555555555555,0.73,0,0.21222222222222223,Gaussian-Bridge,900,0.7322222222222222,20260940,medium,0.55
0.10444444444444444,0.009944444444444443,0.17488535722096762,0.49463149248424015,0.1111111111111111,0.7377777777777779,0,0.10777777777777778,Stratified-Resample,900,0.7222222222222222,20260940,strong,0.6
0.5933333333333333,0.010144444444444446,0.17338794787724815,0.5691179299931968,0.3711111111111111,0.7377777777777779,0,0.6977777777777778,SARD-Bridge,900,0.7444444444444445,20260940,weak,0.6
0.3244444444444445,0.009225000000000002,0.13830731802516513,0.5402170863663907,0.24000000000000002,0.7433333333333333,0,0.4077777777777778,RAW,900,0.7611111111111111,20260941,strong,0.64
0.19333333333333333,0.009127777777777775,0.16289425949255623,0.5157267931477401,0.18666666666666668,0.6955555555555556,0,0.22555555555555554,LEACE,900,0.7077777777777778,20260941,strong,0.52
0.4011111111111111,0.009225000000000002,0.13831395195590124,0.5442310983759685,0.26999999999999996,0.7433333333333333,0,0.44555555555555554,OneStep-Bridge,900,0.7555555555555555,20260941,weak,0.64
0.17666666666666667,0.00990277777777777,0.1440958319107692,0.5122262229565692,0.17444444444444446,0.7355555555555555,0,0.19888888888888887,Gaussian-Bridge,900,0.7166666666666667,20260941,medium,0.5900000000000001
0.14555555555555555,0.009225000000000002,0.14169533047411176,0.5056740648323417,0.16666666666666666,0.7433333333333333,0,0.18555555555555558,Stratified-Resample,900,0.7544444444444445,20260941,medium,0.64
0.5688888888888888,0.009361111111111112,0.1408609935310152,0.5664361143717793,0.33,0.741111111111111,0,0.6311111111111111,SARD-Bridge,900,0.7611111111111111,20260941,weak,0.63
0.30111111111111116,0.0105,0.10917563557624818,0.5413483252496946,0.21000000000000002,0.7133333333333334,1,0.32,RAW,900,0.6877777777777778,20260940,strong,0.59
0.19666666666666666,0.010874999999999998,0.11555169536007776,0.5147726323871357,0.16222222222222224,0.6833333333333333,1,0.1922222222222222,LEACE,900,0.6666666666666667,20260940,strong,0.55
0.29555555555555557,0.0105,0.1078673612409168,0.5385935082074721,0.2222222222222222,0.7133333333333334,1,0.34444444444444444,OneStep-Bridge,900,0.6933333333333334,20260940,weak,0.59
0.1322222222222222,0.011725,0.10201609717475046,0.5088665709871208,0.14555555555555558,0.7033333333333334,1,0.15888888888888889,Gaussian-Bridge,900,0.7011111111111111,20260940,strong,0.5800000000000001
0.13444444444444445,0.0105,0.11593405041429732,0.512029013612513,0.16555555555555557,0.7133333333333334,1,0.14777777777777779,Stratified-Resample,900,0.6966666666666667,20260940,medium,0.59
0.5344444444444445,0.010936111111111112,0.10417611545986599,0.5673673395129909,0.32666666666666666,0.7088888888888889,1,0.6688888888888889,SARD-Bridge,900,0.69,20260940,weak,0.59
0.3433333333333334,0.008419444444444443,0.19316058191988206,0.5480822391885756,0.2622222222222222,0.6922222222222223,1,0.31444444444444447,RAW,900,0.6977777777777778,20260941,strong,0.5700000000000001
0.20333333333333334,0.003849999999999998,0.18673283530606163,0.5188282535944538,0.19666666666666666,0.6699999999999999,1,0.23666666666666666,LEACE,900,0.6699999999999999,20260941,strong,0.61
0.40444444444444444,0.008586111111111109,0.19344858719242944,0.5504959416836173,0.2755555555555556,0.6911111111111111,1,0.36666666666666664,OneStep-Bridge,900,0.6966666666666667,20260941,weak,0.5700000000000001
0.15333333333333335,0.010102777777777773,0.18423619078265296,0.5157352935130459,0.15222222222222223,0.6844444444444444,1,0.20222222222222222,Gaussian-Bridge,900,0.6933333333333334,20260941,medium,0.56
0.18333333333333332,0.008419444444444443,0.1984957903623581,0.5141581084490804,0.1488888888888889,0.6922222222222223,1,0.17,Stratified-Resample,900,0.6811111111111111,20260941,medium,0.5700000000000001
0.5122222222222221,0.009075,0.1898088268438975,0.5882357487486591,0.4122222222222222,0.6866666666666666,1,0.6355555555555555,SARD-Bridge,900,0.6933333333333334,20260941,weak,0.56
0.31,0.01871111111111111,0.09021590650081637,0.5398536651874295,0.21777777777777776,0.7511111111111111,2,0.33,RAW,900,0.7522222222222222,20260940,strong,0.54
0.22444444444444445,0.02400277777777778,0.10440601309140525,0.5121491881854796,0.13444444444444448,0.6955555555555555,2,0.21333333333333335,LEACE,900,0.7066666666666667,20260940,strong,0.47
0.36333333333333334,0.018299999999999997,0.09224397010273405,0.5392922887482313,0.23666666666666666,0.75,2,0.3844444444444444,OneStep-Bridge,900,0.75,20260940,weak,0.54
0.14444444444444446,0.021599999999999998,0.09017652657296923,0.505203953479853,0.12555555555555553,0.7233333333333334,2,0.15888888888888889,Gaussian-Bridge,900,0.7266666666666667,20260940,strong,0.52
0.11888888888888889,0.01871111111111111,0.08427569806575777,0.5009765272088086,0.10333333333333333,0.7511111111111111,2,0.1111111111111111,Stratified-Resample,900,0.741111111111111,20260940,strong,0.54
0.5499999999999999,0.018725,0.0930592073996862,0.5554135098591857,0.29000000000000004,0.75,2,0.6677777777777778,SARD-Bridge,900,0.7444444444444445,20260940,weak,0.54
0.3144444444444444,0.021569444444444443,0.0878323905997806,0.5347229305002601,0.20333333333333337,0.7577777777777778,2,0.3555555555555555,RAW,900,0.7488888888888889,20260941,strong,0.5
0.20222222222222225,0.017199999999999997,0.1010603168937895,0.5115410391895978,0.1811111111111111,0.7233333333333334,2,0.2277777777777778,LEACE,900,0.7122222222222223,20260941,strong,0.49
0.31777777777777777,0.02201111111111111,0.0879889037211736,0.5312306754812512,0.20111111111111113,0.7611111111111111,2,0.37,OneStep-Bridge,900,0.7544444444444445,20260941,weak,0.5
0.11888888888888888,0.018899999999999997,0.07573870579401651,0.4990105624168861,0.11888888888888892,0.7533333333333333,2,0.13333333333333336,Gaussian-Bridge,900,0.7666666666666666,20260941,strong,0.55
0.11444444444444445,0.021569444444444443,0.10182741489675312,0.5023257234054713,0.12000000000000001,0.7577777777777778,2,0.14555555555555558,Stratified-Resample,900,0.7566666666666666,20260941,strong,0.5
0.5755555555555556,0.022025000000000003,0.08104236496819389,0.5525478817182254,0.3055555555555556,0.76,2,0.7055555555555556,SARD-Bridge,900,0.7666666666666666,20260941,weak,0.5
0.3955555555555555,0.00829444444444445,0.0663288762834337,0.5528632926973677,0.2711111111111111,0.7622222222222221,3,0.4511111111111111,RAW,900,0.7644444444444445,20260940,strong,0.6
0.2288888888888889,0.005300000000000003,0.08540241003036497,0.5092561706930077,0.13777777777777778,0.7133333333333334,3,0.24111111111111116,LEACE,900,0.7277777777777779,20260940,strong,0.5900000000000001
0.3911111111111112,0.008411111111111117,0.06737214783827465,0.5468938258913355,0.26111111111111107,0.7611111111111111,3,0.4466666666666667,OneStep-Bridge,900,0.7677777777777778,20260940,weak,0.6
0.20888888888888887,0.008474999999999998,0.07394266724586487,0.5130648286724938,0.1611111111111111,0.7633333333333333,3,0.23111111111111113,Gaussian-Bridge,900,0.7611111111111111,20260940,medium,0.6000000000000001
0.1288888888888889,0.00829444444444445,0.08666106495592327,0.5156283059659568,0.12111111111111111,0.7622222222222221,3,0.11333333333333334,Stratified-Resample,900,0.7377777777777778,20260940,strong,0.6
0.5755555555555555,0.00836944444444445,0.06608902513980869,0.5642489862079939,0.31,0.7622222222222221,3,0.7211111111111111,SARD-Bridge,900,0.7666666666666666,20260940,weak,0.6
0.41222222222222216,0.006075000000000002,0.08060672693782381,0.5415187719363593,0.25777777777777783,0.77,3,0.4922222222222223,RAW,900,0.7811111111111111,20260941,strong,0.67
0.28444444444444444,0.006819444444444446,0.09043206320868599,0.5079644965976872,0.18666666666666665,0.7222222222222222,3,0.29333333333333333,LEACE,900,0.7488888888888889,20260941,strong,0.53
0.41888888888888887,0.005836111111111116,0.07942681471506757,0.5380328566959773,0.24222222222222223,0.7711111111111111,3,0.5022222222222221,OneStep-Bridge,900,0.7777777777777777,20260941,weak,0.6799999999999999
0.2233333333333333,0.005061111111111111,0.07586179190211823,0.5140432022763842,0.16777777777777778,0.7711111111111111,3,0.24777777777777776,Gaussian-Bridge,900,0.7677777777777778,20260941,medium,0.6699999999999999
0.1388888888888889,0.006075000000000002,0.08170654190911186,0.5090352895289241,0.1288888888888889,0.77,3,0.22444444444444445,Stratified-Resample,900,0.7633333333333333,20260941,medium,0.67
0.6722222222222223,0.00554444444444445,0.07971187750498454,0.561455517613047,0.3811111111111111,0.7722222222222221,3,0.7766666666666667,SARD-Bridge,900,0.7877777777777777,20260941,weak,0.6799999999999999
0.3055555555555556,0.00581111111111111,0.1631924680206511,0.5360492297079644,0.25000000000000006,0.721111111111111,4,0.35333333333333333,RAW,900,0.7455555555555555,20260940,strong,0.6000000000000001
0.2233333333333333,0.006150000000000001,0.20408453285694123,0.5152646338917779,0.23333333333333334,0.6633333333333333,4,0.23555555555555552,LEACE,900,0.6966666666666667,20260940,strong,0.51
0.35333333333333333,0.006311111111111109,0.16054137402110633,0.5378219142343328,0.28555555555555556,0.721111111111111,4,0.39,OneStep-Bridge,900,0.7466666666666667,20260940,weak,0.5900000000000001
0.14555555555555555,0.005825,0.15026809586419002,0.5148609468393297,0.1588888888888889,0.7266666666666666,4,0.18555555555555556,Gaussian-Bridge,900,0.7233333333333334,20260940,medium,0.6000000000000001
0.14777777777777776,0.00581111111111111,0.16658340010378092,0.5089906100118612,0.15111111111111108,0.721111111111111,4,0.17,Stratified-Resample,900,0.7233333333333334,20260940,medium,0.6000000000000001
0.5288888888888889,0.005874999999999997,0.1693034958177143,0.5486668129067405,0.3111111111111111,0.7233333333333334,4,0.6266666666666666,SARD-Bridge,900,0.7422222222222222,20260940,weak,0.6000000000000001
0.3288888888888889,0.005325000000000001,0.15653781897491875,0.5392594032343537,0.26555555555555554,0.7133333333333334,4,0.3622222222222222,RAW,900,0.7055555555555555,20260941,strong,0.63
0.18888888888888888,0.005494444444444447,0.17326387027899423,0.5173175775615739,0.18333333333333332,0.6777777777777778,4,0.22444444444444445,LEACE,900,0.6711111111111111,20260941,strong,0.5599999999999999
0.34,0.005394444444444444,0.1531490037176344,0.5384432940877373,0.26555555555555554,0.7122222222222222,4,0.38888888888888895,OneStep-Bridge,900,0.7022222222222223,20260941,weak,0.63
0.11666666666666667,0.0051499999999999975,0.15387602229913075,0.49839853611486684,0.13111111111111112,0.6866666666666666,4,0.12111111111111111,Gaussian-Bridge,900,0.6988888888888889,20260941,strong,0.63
0.1811111111111111,0.005325000000000001,0.150243934724066,0.5071918152433192,0.15000000000000002,0.7133333333333334,4,0.1922222222222222,Stratified-Resample,900,0.7066666666666667,20260941,medium,0.63
0.5433333333333333,0.005677777777777778,0.15567350599500868,0.5708887069578878,0.3866666666666667,0.7155555555555555,4,0.6177777777777778,SARD-Bridge,900,0.7022222222222223,20260941,weak,0.63
0.28777777777777774,0.00605277777777778,0.09958945201502906,0.5123962908621482,0.1933333333333333,0.7344444444444445,5,0.3566666666666667,RAW,900,0.7344444444444445,20260940,strong,0.63
0.2222222222222222,0.005961111111111106,0.12026136590374839,0.5019846058761076,0.16222222222222224,0.6888888888888889,5,0.23222222222222225,LEACE,900,0.6788888888888889,20260940,strong,0.5900000000000001
0.3133333333333333,0.00605277777777778,0.09947571727964613,0.5100475993044037,0.20777777777777778,0.7344444444444445,5,0.34777777777777774,OneStep-Bridge,900,0.7344444444444445,20260940,weak,0.63
0.15000000000000002,0.00835,0.11109853704770403,0.4987136437655263,0.11777777777777779,0.72,5,0.16444444444444445,Gaussian-Bridge,900,0.73,20260940,medium,0.6100000000000001
0.12000000000000001,0.00605277777777778,0.10293091462718115,0.500226088948494,0.13222222222222224,0.7344444444444445,5,0.17444444444444446,Stratified-Resample,900,0.7333333333333334,20260940,medium,0.63
0.5355555555555556,0.006211111111111113,0.10286894016795689,0.5294543945983804,0.3022222222222222,0.7311111111111112,5,0.6322222222222221,SARD-Bridge,900,0.741111111111111,20260940,weak,0.63
0.3244444444444444,0.007669444444444437,0.10398457209269205,0.5337060226007984,0.22444444444444445,0.7177777777777778,5,0.36444444444444446,RAW,900,0.7255555555555555,20260941,strong,0.5900000000000001
0.18666666666666668,0.0037111111111111134,0.12277724623680114,0.5112644964408902,0.15111111111111114,0.6711111111111111,5,0.21000000000000002,LEACE,900,0.6699999999999999,20260941,strong,0.58
0.26,0.007052777777777772,0.10601844171682992,0.5289390152680512,0.21888888888888888,0.7155555555555555,5,0.36,OneStep-Bridge,900,0.731111111111111,20260941,weak,0.5900000000000001
0.15444444444444447,0.006427777777777774,0.09527844203843011,0.5062419657812702,0.15333333333333335,0.7244444444444444,5,0.2255555555555556,Gaussian-Bridge,900,0.7188888888888889,20260941,medium,0.6000000000000001
0.10777777777777779,0.007669444444444437,0.12062933550940619,0.5046286001500879,0.1,0.7177777777777778,5,0.10444444444444444,Stratified-Resample,900,0.7022222222222223,20260941,strong,0.5900000000000001
0.5211111111111111,0.007344444444444439,0.10420016149679819,0.5403295973744254,0.2688888888888889,0.7177777777777778,5,0.6111111111111112,SARD-Bridge,900,0.7333333333333334,20260941,weak,0.5900000000000001
